Date,oz
2021-06-22,7536
2021-06-23,7522
2021-06-24,7539
2021-06-25,7527
2021-06-29,7515
2021-06-30,7456
2021-07-01,7488
2021-07-05,7559
2021-07-06,7596
2021-07-07,7618
2021-07-08,7663
2021-07-09,7691
2021-07-12,7707
2021-07-13,7726
2021-07-14,7735
2021-07-16,7842
2021-07-19,7790
2021-07-21,7794
2021-07-22,7768
2021-07-23,7783
2021-07-26,7757
2021-07-27,7748
2021-07-29,7797
2021-07-30,7888
2021-08-02,7811
2021-08-03,7804
2021-08-04,7809
2021-08-05,7800
2021-08-06,7746
2021-08-09,7415
2021-08-11,7453
2021-08-12,7570
2021-08-13,7571
2021-08-16,7686
2021-08-17,7718
2021-08-18,7727
2021-08-19,7717
2021-08-20,7693
2021-08-23,7670
2021-08-24,7763
2021-08-25,7740
2021-08-26,7676
2021-08-27,7672
2021-08-30,7747
2021-09-01,7676
2021-09-02,7678
2021-09-03,7657
2021-09-06,7715
2021-09-07,7719
2021-09-08,7620
2021-09-09,7576
2021-09-10,7594
2021-09-13,7546
2021-09-14,7582
2021-09-15,7654
2021-09-20,7477
2021-09-21,7542
2021-09-22,7580
2021-09-24,7442
2021-09-27,7476
2021-09-28,7475
2021-09-29,7406
2021-09-30,7394
2021-10-01,7467
2021-10-04,7507
2021-10-05,7520
2021-10-06,7490
2021-10-07,7515
2021-10-08,7478
2021-10-11,7473
2021-10-12,7451
2021-10-13,7485
2021-10-14,7583
2021-10-15,7608
2021-10-18,7504
2021-10-20,7494
2021-10-21,7552
2021-10-22,7565
2021-10-25,7595
2021-10-26,7648
2021-10-27,7589
2021-10-28,7600
2021-10-29,7598
2021-11-01,7533
2021-11-02,7578
2021-11-03,7568
2021-11-05,7596
2021-11-08,7686
2021-11-09,7722
2021-11-10,7747
2021-11-11,7850
2021-11-12,7910
2021-11-15,7917
2021-11-16,7914
2021-11-17,7883
2021-11-18,7950
2021-11-19,7925
2021-11-22,7880
2021-11-23,7726
2021-11-24,7671
2021-11-25,7699
2021-11-26,7726
2021-11-29,7737
2021-11-30,7716
2021-12-01,7607
2021-12-02,7660
2021-12-03,7640
2021-12-06,7701
2021-12-07,7687
2021-12-08,7690
2021-12-09,7671
2021-12-10,7648
2021-12-13,7661
2021-12-14,7693
2021-12-15,7656
2021-12-16,7669
2021-12-17,7727
2021-12-20,7762
2021-12-21,7721
2021-12-23,7736
2021-12-24,7742
2021-12-27,7736
2021-12-28,7726
2021-12-29,7692
2021-12-30,7677
2021-12-31,7730
2022-01-03,7765
2022-01-04,7692
2022-01-05,7747
2022-01-06,7746
2022-01-07,7704
2022-01-10,7683
2022-01-11,7724
2022-01-12,7775
2022-01-13,7765
2022-01-14,7760
2022-01-17,7754
2022-01-19,7747
2022-01-20,7863
2022-01-21,7860
2022-01-24,7826
2022-01-26,7897
2022-01-27,7802
2022-02-03,7697
2022-02-04,7688
2022-02-07,7732
2022-02-08,7765
2022-02-09,7788
2022-02-10,7815
2022-02-11,7804
2022-02-14,7945
2022-02-15,7992
2022-02-16,7899
2022-02-17,7978
2022-02-18,8109
2022-02-21,8140
2022-02-22,8163
2022-02-23,8099
2022-02-24,8159
2022-02-25,8165
2022-02-28,8181
2022-03-01,8158
2022-03-02,8320
2022-03-03,8242
2022-03-04,8286
2022-03-07,8472
2022-03-08,8531
2022-03-09,8723
2022-03-10,8480
2022-03-14,8433
2022-03-15,8365
2022-03-16,8241
2022-03-17,8236
2022-03-18,8308
2022-03-21,8219
2022-03-22,8302
2022-03-23,8244
2022-03-24,8381
2022-03-25,8445
2022-03-28,8408
2022-03-29,8269
2022-03-30,8233
2022-03-31,8272
2022-04-04,8276
2022-04-05,8311
2022-04-06,8263
2022-04-07,8278
2022-04-08,8319
2022-04-11,8380
2022-04-12,8437
2022-04-13,8477
2022-04-14,8510
2022-04-15,8522
2022-04-18,8575
2022-04-20,8484
2022-04-21,8533
2022-04-22,8564
2022-04-25,8533
2022-04-26,8434
2022-04-27,8466
2022-04-28,8381
2022-04-29,8436
2022-05-05,8388
2022-05-06,8325
2022-05-09,8384
2022-05-10,8280
2022-05-11,8196
2022-05-12,8278
2022-05-13,8167
2022-05-17,8187
2022-05-18,8120
2022-05-19,8151
2022-05-20,8253
2022-05-23,8269
2022-05-24,8298
2022-05-25,8349
2022-05-26,8303
2022-05-27,8295
2022-05-30,8263
2022-05-31,8245
2022-06-01,8193
2022-06-02,8274
2022-06-03,8354
2022-06-07,8237
2022-06-08,8292
2022-06-09,8303
2022-06-10,8284
2022-06-13,8428
2022-06-14,8218
2022-06-15,8157
2022-06-16,8230
2022-06-17,8286
2022-06-20,8252
2022-06-21,8249
2022-06-22,8208
2022-06-23,8248
2022-06-24,8198
2022-06-27,8206
2022-06-28,8191
2022-06-29,8163
2022-06-30,8165
2022-07-01,8113
2022-07-04,8137
2022-07-05,8134
2022-07-06,7980
2022-07-07,7850
2022-07-08,7858
2022-07-12,7840
2022-07-13,7803
2022-07-15,7753
2022-07-18,7728
2022-07-19,7749
2022-07-20,7760
2022-07-21,7695
2022-07-22,7802
2022-07-25,7821
2022-07-26,7809
2022-07-28,7891
2022-07-29,7957
2022-08-01,8002
2022-08-02,8044
2022-08-03,7994
2022-08-04,8015
2022-08-05,8136
2022-08-08,8055
2022-08-09,8131
2022-08-10,8150
2022-08-11,8104
2022-08-12,8107
2022-08-15,8154
2022-08-16,8096
2022-08-17,8084
2022-08-18,8039
2022-08-19,8022
2022-08-22,7984
2022-08-23,7944
2022-08-24,7990
2022-08-25,8012
2022-08-26,8003
2022-08-29,7927
2022-08-30,7953
2022-09-01,7808
2022-09-02,7769
2022-09-05,7817
2022-09-06,7852
2022-09-07,7815
2022-09-08,7872
2022-09-09,7851
2022-09-12,7872
2022-09-13,7931
2022-09-14,7846
2022-09-15,7831
2022-09-19,7753
2022-09-20,7783
2022-09-21,7751
2022-09-22,7748
2022-09-23,7792
2022-09-26,7690
2022-09-27,7652
2022-09-28,7668
2022-09-29,7803
2022-09-30,7861
2022-10-03,7874
2022-10-04,8045
2022-10-05,8159
2022-10-06,8123
2022-10-07,8105
2022-10-11,7944
2022-10-12,7923
2022-10-13,7988
2022-10-14,7960
2022-10-17,7904
2022-10-18,7931
2022-10-19,7944
2022-10-20,7846
2022-10-21,7840
2022-10-25,7989
2022-10-26,7964
2022-10-27,8008
2022-10-28,7990
2022-10-31,7915
2022-11-01,7872
2022-11-02,7964
2022-11-03,7905
2022-11-04,7889
2022-11-07,8091
2022-11-08,8085
2022-11-09,8251
2022-11-10,8162
2022-11-11,8312
2022-11-14,8290
2022-11-15,8276
2022-11-16,8219
2022-11-17,8216
2022-11-21,8148
2022-11-22,8128
2022-11-23,8118
2022-11-24,8152
2022-11-25,8008
2022-11-29,7959
2022-11-30,8040
2022-12-01,7995
2022-12-02,8059
2022-12-05,8041
2022-12-06,7908
2022-12-07,7934
2022-12-08,7992
2022-12-09,8003
2022-12-12,8060
2022-12-13,8033
2022-12-14,8136
2022-12-15,8098
2022-12-16,8012
2022-12-19,8071
2022-12-20,8059
2022-12-21,8217
2022-12-22,8208
2022-12-23,8098
2022-12-27,8119
2022-12-28,8169
2022-12-29,8149
2022-12-30,8166
2023-01-03,8209
2023-01-04,8258
2023-01-05,8324
2023-01-06,8214
2023-01-09,8332
2023-01-10,8333
2023-01-11,8367
2023-01-12,8346
2023-01-13,8385
2023-01-16,8472
2023-01-17,8440
2023-01-18,8413
2023-01-19,8401
2023-01-20,8469
2023-01-25,8436
2023-01-26,8447
2023-01-27,8350
2023-01-30,8328
2023-01-31,8313
2023-02-01,8286
2023-02-02,8411
2023-02-03,8302
2023-02-07,8201
2023-02-08,8206
2023-02-09,8220
2023-02-10,8192
2023-02-13,8232
2023-02-14,8224
2023-02-15,8240
2023-02-16,8236
2023-02-17,8258
2023-02-20,8282
2023-02-21,8322
2023-02-22,8315
2023-02-23,8271
2023-02-24,8244
2023-02-27,8237
2023-02-28,8270
2023-03-01,8346
2023-03-02,8366
2023-03-03,8396
2023-03-06,8429
2023-03-07,8416
2023-03-08,8325
2023-03-09,8366
2023-03-10,8441
2023-03-13,8621
2023-03-14,8731
2023-03-15,8675
2023-03-16,8813
2023-03-17,8817
2023-03-20,9017
2023-03-21,9029
2023-03-22,8858
2023-03-23,8931
2023-03-24,8975
2023-03-27,8914
2023-03-28,8823
2023-03-29,8826
2023-03-30,8836
2023-03-31,8910
2023-04-03,8831
2023-04-04,8905
2023-04-05,9060
2023-04-06,9068
2023-04-07,9003
2023-04-10,8989
2023-04-11,8974
2023-04-12,9027
2023-04-13,9053
2023-04-14,9134
2023-04-17,9008
2023-04-18,8992
2023-04-19,9050
2023-04-20,9017
2023-04-25,8990
2023-04-26,9093
2023-04-27,9049
2023-04-28,9024
